track_id,label_id,genre,tsne_x,tsne_y
181,13,Rock,13.567980766296387,15.341023445129395
564,13,Rock,-2.638808012008667,15.511512756347656
734,14,Soul-RnB,10.437915802001953,14.287452697753906
735,14,Soul-RnB,-10.246003150939941,15.201437950134277
736,14,Soul-RnB,2.801579713821411,21.82950210571289
737,14,Soul-RnB,-23.90140724182129,25.859779357910156
738,14,Soul-RnB,3.3548054695129395,20.277111053466797
739,14,Soul-RnB,37.518898010253906,3.012484550476074
740,14,Soul-RnB,9.692534446716309,14.57209300994873
741,14,Soul-RnB,7.158708572387695,16.131322860717773
742,14,Soul-RnB,21.9044246673584,14.170183181762695
743,14,Soul-RnB,5.975399017333984,20.91183853149414
744,14,Soul-RnB,-26.635723114013672,26.157705307006836
745,14,Soul-RnB,-7.014307022094727,25.710647583007812
747,14,Soul-RnB,8.357379913330078,15.171483993530273
748,14,Soul-RnB,-5.580015182495117,22.76222801208496
749,14,Soul-RnB,19.711971282958984,18.594392776489258
750,14,Soul-RnB,-8.966680526733398,12.744240760803223
751,14,Soul-RnB,22.999753952026367,4.2421770095825195
752,14,Soul-RnB,3.4711031913757324,23.222402572631836
753,14,Soul-RnB,3.944309949874878,-26.609027862548828
754,14,Soul-RnB,-2.7574777603149414,15.676505088806152
755,14,Soul-RnB,38.947532653808594,11.327265739440918
756,14,Soul-RnB,-5.000762462615967,22.513751983642578
757,14,Soul-RnB,5.426982402801514,22.90093421936035
758,14,Soul-RnB,-9.811264991760254,14.026053428649902
759,14,Soul-RnB,21.4121150970459,5.686163902282715
760,14,Soul-RnB,35.25165557861328,-0.519521951675415
761,14,Soul-RnB,-15.900485038757324,-36.70714569091797
762,14,Soul-RnB,12.262544631958008,-8.027729034423828
763,14,Soul-RnB,15.910146713256836,15.592428207397461
764,14,Soul-RnB,17.809249877929688,18.3575439453125
765,14,Soul-RnB,11.26441478729248,-8.317621231079102
766,14,Soul-RnB,15.91113567352295,14.750494003295898
767,14,Soul-RnB,11.204935073852539,-8.098162651062012
768,14,Soul-RnB,14.614187240600586,16.693050384521484
769,14,Soul-RnB,11.255698204040527,-8.125616073608398
770,14,Soul-RnB,17.38875961303711,16.97104263305664
771,14,Soul-RnB,12.113422393798828,-8.043107032775879
772,14,Soul-RnB,-3.2241063117980957,25.914201736450195
773,14,Soul-RnB,11.187629699707031,-8.279309272766113
774,14,Soul-RnB,15.682989120483398,15.894378662109375
775,14,Soul-RnB,15.016132354736328,16.507352828979492
776,14,Soul-RnB,13.816576957702637,16.61432456970215
854,5,Experimental,-18.914949417114258,10.806715965270996
891,6,Folk,8.3592529296875,-27.028287887573242
893,6,Folk,19.29067611694336,-26.124250411987305
894,6,Folk,15.382668495178223,-21.1247501373291
895,6,Folk,-11.252641677856445,-23.726850509643555
1042,0,Blues,20.04881477355957,16.190380096435547
1043,0,Blues,16.892486572265625,4.533336639404297
1044,0,Blues,21.282562255859375,16.00558090209961
1045,0,Blues,21.456926345825195,15.716715812683105
1046,0,Blues,15.261950492858887,17.151546478271484
1047,0,Blues,-2.5075957775115967,-4.701571464538574
1048,0,Blues,8.486401557922363,18.031742095947266
1068,5,Experimental,-3.8203413486480713,18.643980026245117
1071,5,Experimental,2.7234809398651123,9.944757461547852
1072,5,Experimental,-11.236599922180176,11.363885879516602
3612,13,Rock,23.219694137573242,14.610910415649414
3613,13,Rock,23.416797637939453,13.895200729370117
3614,13,Rock,21.83681869506836,15.322381973266602
3616,13,Rock,22.61780548095703,14.508049964904785
3618,13,Rock,24.673734664916992,13.2061128616333
3620,13,Rock,32.661949157714844,9.579087257385254
3842,0,Blues,22.7531795501709,16.58313751220703
4104,13,Rock,22.036359786987305,12.877264976501465
4105,13,Rock,33.0271110534668,8.694085121154785
4109,13,Rock,22.14236068725586,10.485611915588379
4110,13,Rock,33.537635803222656,16.791101455688477
4111,13,Rock,30.847192764282227,15.736477851867676
4112,13,Rock,17.560964584350586,13.518522262573242
4500,13,Rock,17.24212646484375,-2.2199909687042236
4501,13,Rock,-17.355514526367188,-12.480270385742188
4707,4,Electronic,-22.088151931762695,-9.851844787597656
4708,4,Electronic,-16.718883514404297,-23.49708366394043
4829,13,Rock,14.073709487915039,0.6232112646102905
5030,11,Old-Time / Historic,-19.14236068725586,-38.296661376953125
5038,11,Old-Time / Historic,-18.444103240966797,-38.018741607666016
5079,13,Rock,17.36769676208496,15.305610656738281
5275,13,Rock,10.592288970947266,-15.176279067993164
5276,13,Rock,22.61050033569336,-11.782444953918457
5277,13,Rock,21.87972640991211,-13.031243324279785
5477,13,Rock,21.840925216674805,-13.969836235046387
5510,13,Rock,-12.456137657165527,1.774345874786377
5570,13,Rock,25.33558464050293,6.9930901527404785
5573,13,Rock,3.9957079887390137,-14.47229290008545
