track_id,label_id,genre,tsne_x,tsne_y
181,13,Rock,-36.19584655761719,-13.36477279663086
564,13,Rock,13.065649032592773,14.024791717529297
734,14,Soul-RnB,-14.745010375976562,-7.625607490539551
735,14,Soul-RnB,0.010985941626131535,40.21443557739258
736,14,Soul-RnB,-20.701107025146484,1.3019636869430542
737,14,Soul-RnB,-1.9661115407943726,41.60696792602539
738,14,Soul-RnB,-21.959272384643555,1.8773905038833618
739,14,Soul-RnB,-24.22681427001953,-16.27536392211914
740,14,Soul-RnB,-7.792659282684326,14.211557388305664
741,14,Soul-RnB,-0.234229177236557,41.032615661621094
742,14,Soul-RnB,-26.77144432067871,-9.265217781066895
743,14,Soul-RnB,-33.93204879760742,-10.035658836364746
744,14,Soul-RnB,-4.401480197906494,39.20826721191406
745,14,Soul-RnB,-21.4622859954834,1.592488169670105
747,14,Soul-RnB,-14.298754692077637,-6.283956527709961
748,14,Soul-RnB,-0.27170294523239136,41.259796142578125
749,14,Soul-RnB,-23.462167739868164,-0.356655091047287
750,14,Soul-RnB,-5.315700054168701,40.415618896484375
751,14,Soul-RnB,-29.453767776489258,-11.876668930053711
752,14,Soul-RnB,-21.046972274780273,4.006596088409424
753,14,Soul-RnB,28.547073364257812,-22.256820678710938
754,14,Soul-RnB,13.528892517089844,18.31947135925293
755,14,Soul-RnB,-26.637786865234375,-17.435638427734375
756,14,Soul-RnB,-0.24793899059295654,41.019195556640625
757,14,Soul-RnB,-34.0594482421875,-9.74608039855957
758,14,Soul-RnB,-4.955209255218506,39.54790496826172
759,14,Soul-RnB,-30.105270385742188,-11.314990997314453
760,14,Soul-RnB,2.224205732345581,-24.99213218688965
761,14,Soul-RnB,28.99917984008789,-42.84105682373047
762,14,Soul-RnB,-33.66230010986328,-22.327423095703125
763,14,Soul-RnB,-33.27290344238281,-15.562999725341797
764,14,Soul-RnB,-19.347579956054688,-16.864667892456055
765,14,Soul-RnB,-34.91482925415039,-21.893108367919922
766,14,Soul-RnB,-33.85455322265625,-15.102180480957031
767,14,Soul-RnB,-33.994022369384766,-21.888490676879883
768,14,Soul-RnB,-34.88645553588867,-17.59809684753418
769,14,Soul-RnB,-34.02346420288086,-21.87997055053711
770,14,Soul-RnB,-34.216514587402344,-15.01721477508545
771,14,Soul-RnB,-33.387290954589844,-22.07048225402832
772,14,Soul-RnB,-26.912248611450195,-1.3250685930252075
773,14,Soul-RnB,-34.598751068115234,-21.56821632385254
774,14,Soul-RnB,-33.81953811645508,-16.224292755126953
775,14,Soul-RnB,-34.04469299316406,-16.53710174560547
776,14,Soul-RnB,-34.945865631103516,-20.25499153137207
854,5,Experimental,-35.4315071105957,-17.979984283447266
891,6,Folk,17.602405548095703,3.1225860118865967
893,6,Folk,19.097566604614258,-0.37589743733406067
894,6,Folk,23.6262264251709,-0.472101628780365
895,6,Folk,31.851154327392578,7.822300434112549
1042,0,Blues,-22.648460388183594,0.01124668400734663
1043,0,Blues,-24.529788970947266,-7.663853168487549
1044,0,Blues,-30.56810760498047,1.841665267944336
1045,0,Blues,-14.191611289978027,-0.8236424326896667
1046,0,Blues,-36.76898956298828,-20.226938247680664
1047,0,Blues,13.75937557220459,-22.424100875854492
1048,0,Blues,-12.791414260864258,-1.4955936670303345
1068,5,Experimental,-2.4553604125976562,38.28315734863281
1071,5,Experimental,-9.18974494934082,0.27792632579803467
1072,5,Experimental,-18.06100845336914,33.37248611450195
3612,13,Rock,-12.468039512634277,-4.495175361633301
3613,13,Rock,-6.11708402633667,-3.874746799468994
3614,13,Rock,-12.317376136779785,-2.313234806060791
3616,13,Rock,-11.33700942993164,-3.8016839027404785
3618,13,Rock,-9.707464218139648,-10.56891918182373
3620,13,Rock,-12.785194396972656,-4.468233585357666
3842,0,Blues,-13.822487831115723,-0.32133135199546814
4104,13,Rock,-9.829097747802734,-7.443390369415283
4105,13,Rock,-12.478914260864258,-7.484289169311523
4109,13,Rock,-9.804107666015625,0.1405944973230362
4110,13,Rock,-15.375185012817383,-24.129152297973633
4111,13,Rock,-10.759685516357422,-1.3955960273742676
4112,13,Rock,-12.789880752563477,-10.988584518432617
4500,13,Rock,24.95095443725586,10.313005447387695
4501,13,Rock,27.814870834350586,11.178297996520996
4707,4,Electronic,30.548171997070312,17.38051986694336
4708,4,Electronic,20.058290481567383,0.5644885897636414
4829,13,Rock,-24.74909782409668,-23.168960571289062
5030,11,Old-Time / Historic,26.692310333251953,-38.33498001098633
5038,11,Old-Time / Historic,26.3696346282959,-37.789737701416016
5079,13,Rock,-26.121339797973633,-19.744176864624023
5275,13,Rock,-0.4891851842403412,-35.044525146484375
5276,13,Rock,-0.07872172445058823,-3.8368263244628906
5277,13,Rock,11.941882133483887,-12.59916877746582
5477,13,Rock,-1.695366621017456,-31.584074020385742
5510,13,Rock,-0.4935341775417328,0.1773393154144287
5570,13,Rock,-16.679750442504883,-21.928796768188477
5573,13,Rock,-4.754600524902344,0.8975165486335754
5576,13,Rock,33.67868423461914,-3.86336350440979
5577,13,Rock,13.230795860290527,-14.223411560058594
5600,13,Rock,0.41724687814712524,-18.808673858642578
5601,13,Rock,2.8130366802215576,0.184039905667305
7197,13,Rock,-18.29961585998535,-21.689773559570312
7198,13,Rock,-19.521312713623047,-23.334291458129883
7199,13,Rock,-19.287675857543945,-4.262624263763428
7201,13,Rock,-20.79708480834961,-23.447959899902344
7202,13,Rock,-19.395057678222656,-3.7955737113952637
7203,13,Rock,-7.6164445877075195,28.92463493347168
7205,13,Rock,-19.65831756591797,-23.625869750976562
8179,13,Rock,-16.0219783782959,-26.9497127532959
8180,13,Rock,-22.88773536682129,-19.987560272216797
8331,5,Experimental,-10.723088264465332,5.50282621383667
8344,5,Experimental,-13.568456649780273,5.852046489715576
8347,5,Experimental,-15.469868659973145,21.27297592163086
10089,11,Old-Time / Historic,31.78468894958496,-38.490814208984375
10104,11,Old-Time / Historic,27.034122467041016,-38.8498649597168
10108,4,Electronic,-6.748290061950684,22.91241455078125
10111,4,Electronic,-8.228424072265625,31.730257034301758
10130,4,Electronic,3.0268828868865967,38.32255554199219
10191,4,Electronic,-1.067480444908142,31.469684600830078
10230,8,Instrumental,29.795276641845703,-43.33104705810547
10277,8,Instrumental,-37.213565826416016,-20.093402862548828
10357,11,Old-Time / Historic,27.386821746826172,-39.48530578613281
10367,11,Old-Time / Historic,27.71434211730957,-39.41654586791992
10427,4,Electronic,-15.903002738952637,31.27162742614746
10445,6,Folk,3.9563868045806885,-18.133644104003906
10482,6,Folk,-0.07461690157651901,-18.343217849731445
10483,6,Folk,0.24319101870059967,-26.14900016784668
10484,6,Folk,24.47818374633789,12.592296600341797
10630,4,Electronic,-2.234269380569458,34.523048400878906
10631,4,Electronic,-13.840344429016113,36.52165985107422
10680,6,Folk,13.936040878295898,-17.297237396240234
10681,6,Folk,-2.574402332305908,-20.20696449279785
10683,6,Folk,12.086532592773438,1.5805011987686157
10685,6,Folk,13.776432037353516,-17.3297119140625
10686,6,Folk,-4.523343563079834,-16.035837173461914
10879,13,Rock,8.076834678649902,-14.161822319030762
10880,13,Rock,-4.766953468322754,-18.405832290649414
10881,13,Rock,-3.65705943107605,-17.43500518798828
10883,13,Rock,-4.1299285888671875,-17.643047332763672
10884,13,Rock,-5.817327976226807,-18.178455352783203
10885,13,Rock,-4.308529853820801,-17.75619125366211
11506,6,Folk,7.576793193817139,-19.0527400970459
11507,6,Folk,28.87484359741211,-13.184090614318848
11509,6,Folk,12.5581693649292,-21.229629516601562
11612,13,Rock,-26.3232364654541,4.779669761657715
12063,6,Folk,35.53513717651367,-8.552680015563965
12068,6,Folk,10.974754333496094,-11.517364501953125
12196,4,Electronic,34.59202575683594,-17.95337677001953
12354,13,Rock,-2.4767048358917236,15.328998565673828
12356,13,Rock,-30.0865421295166,-3.0082006454467773
12365,13,Rock,-27.83347511291504,-3.9212989807128906
12374,10,Jazz,8.083943367004395,11.82058048248291
12392,4,Electronic,23.9755916595459,3.228205442428589
12483,6,Folk,-7.253436088562012,-7.413538932800293
12509,6,Folk,36.42414474487305,5.249905109405518
12510,6,Folk,5.1295905113220215,-17.83734893798828
12511,6,Folk,-5.7278056144714355,-38.269775390625
12515,6,Folk,33.70948791503906,6.325650691986084
